text,label,dhananjay_events
"In that regard, in its 2004 letter, the Commission merely expressed a preliminary opinion on a draft of the promotion scheme which was adopted only the following year, the precise conditions of which were not then fully known.",prem,"[{'entity_group': 'LABEL_1', 'score': np.float32(0.9547144), 'word': 'In', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': np.float32(0.92727715), 'word': ' that regard, in its 200', 'start': 2, 'end': 26}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9595496), 'word': '4', 'start': 26, 'end': 27}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9517975), 'word': ' letter, the Commission merely expressed a preliminary opinion on a draft of the promotion scheme which was adopted only the following year, the precise conditions of which were not then fully known.', 'start': 27, 'end': 226}]"
"Consequently, that letter did not give precise assurances that the initial scheme was not in the nature of State aid.",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.9551257), 'word': 'Consequently, that letter did not give', 'start': 0, 'end': 38}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99995995), 'word': ' precise', 'start': 38, 'end': 46}, {'entity_group': 'LABEL_0', 'score': np.float32(1.0), 'word': ' assurances', 'start': 46, 'end': 57}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9178872), 'word': ' that the initial scheme was', 'start': 57, 'end': 85}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9607005), 'word': ' not in the nature of', 'start': 85, 'end': 106}, {'entity_group': 'LABEL_1', 'score': np.float32(0.6862467), 'word': ' State', 'start': 106, 'end': 112}, {'entity_group': 'LABEL_0', 'score': np.float32(0.95407534), 'word': ' aid.', 'start': 112, 'end': 117}]"
"Therefore, the General Court did not err in its legal characterisation by holding in paragraph 70 of the judgment under appeal that that letter could not give rise to any legitimate expectation.",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.98883027), 'word': 'Therefore, the', 'start': 0, 'end': 14}, {'entity_group': 'LABEL_1', 'score': np.float32(0.6867077), 'word': ' General', 'start': 14, 'end': 22}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99925137), 'word': ' Court did not err', 'start': 22, 'end': 40}, {'entity_group': 'LABEL_1', 'score': np.float32(0.97729295), 'word': ' in', 'start': 40, 'end': 43}, {'entity_group': 'LABEL_0', 'score': np.float32(0.98683935), 'word': ' its legal characterisation by holding in paragraph 70 of', 'start': 43, 'end': 100}, {'entity_group': 'LABEL_1', 'score': np.float32(0.947054), 'word': ' the', 'start': 100, 'end': 104}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99999094), 'word': ' judgment', 'start': 104, 'end': 113}, {'entity_group': 'LABEL_1', 'score': np.float32(0.7591333), 'word': ' under', 'start': 113, 'end': 119}, {'entity_group': 'LABEL_0', 'score': np.float32(0.8826452), 'word': ' appeal that', 'start': 119, 'end': 131}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99394035), 'word': ' that', 'start': 131, 'end': 136}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9591113), 'word': ' letter could not give rise to', 'start': 136, 'end': 166}, {'entity_group': 'LABEL_1', 'score': np.float32(0.83957523), 'word': ' any legitimate', 'start': 166, 'end': 181}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99999917), 'word': ' expectation', 'start': 181, 'end': 193}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8412518), 'word': '.', 'start': 193, 'end': 194}]"
Nor can the General Court be criticised for not taking the view that such an expectation could result from the alleged ‘2006 decision’.,prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.8057585), 'word': 'Nor can', 'start': 0, 'end': 7}, {'entity_group': 'LABEL_1', 'score': np.float32(0.7959521), 'word': ' the', 'start': 7, 'end': 11}, {'entity_group': 'LABEL_0', 'score': np.float32(0.83041227), 'word': ' General', 'start': 11, 'end': 19}, {'entity_group': 'LABEL_1', 'score': np.float32(0.812937), 'word': ' Court', 'start': 19, 'end': 25}, {'entity_group': 'LABEL_0', 'score': np.float32(0.8789678), 'word': ' be criticised for', 'start': 25, 'end': 43}, {'entity_group': 'LABEL_1', 'score': np.float32(0.959615), 'word': ' not taking', 'start': 43, 'end': 54}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9645175), 'word': ' the view that such an expectation could result from the alleged ‘2006 decision', 'start': 54, 'end': 133}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9973526), 'word': '’.', 'start': 133, 'end': 135}]"
"As the General Court pointed out in paragraph 60 of the judgment under appeal, that decision had not been placed on the file, nor even specifically identified by the appellants.",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.9748989), 'word': 'As', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_1', 'score': np.float32(0.72381985), 'word': ' the', 'start': 2, 'end': 6}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9266176), 'word': ' General Court pointed out in paragraph 60 of', 'start': 6, 'end': 51}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9973264), 'word': ' the', 'start': 51, 'end': 55}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99999976), 'word': ' judgment', 'start': 55, 'end': 64}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99978095), 'word': ' under', 'start': 64, 'end': 70}, {'entity_group': 'LABEL_0', 'score': np.float32(1.0), 'word': ' appeal', 'start': 70, 'end': 77}, {'entity_group': 'LABEL_1', 'score': np.float32(0.98426646), 'word': ',', 'start': 77, 'end': 78}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9994517), 'word': ' that', 'start': 78, 'end': 83}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8707406), 'word': ' decision had not', 'start': 83, 'end': 100}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9968945), 'word': ' been placed', 'start': 100, 'end': 112}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9561387), 'word': ' on', 'start': 112, 'end': 115}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9795002), 'word': ' the file, nor', 'start': 115, 'end': 129}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9656858), 'word': ' even specifically', 'start': 129, 'end': 147}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9965613), 'word': ' identified by', 'start': 147, 'end': 161}, {'entity_group': 'LABEL_1', 'score': np.float32(0.89151925), 'word': ' the', 'start': 161, 'end': 165}, {'entity_group': 'LABEL_0', 'score': np.float32(1.0), 'word': ' appellants', 'start': 165, 'end': 176}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9125533), 'word': '.', 'start': 176, 'end': 177}]"
"Nor do the appellants demonstrate that the General Court incorrectly characterised the Commission’s conduct between 2004 and the adoption of the decision at issue in finding, in paragraph 78 of the judgment under appeal, that that conduct could not be regarded as having provided precise, unconditional and consistent assurances that there was no State aid.",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.92470866), 'word': 'Nor do the appellants demonstrate that', 'start': 0, 'end': 38}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8436159), 'word': ' the General', 'start': 38, 'end': 50}, {'entity_group': 'LABEL_0', 'score': np.float32(0.97902495), 'word': ' Court', 'start': 50, 'end': 56}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99999607), 'word': ' incorrectly', 'start': 56, 'end': 68}, {'entity_group': 'LABEL_0', 'score': np.float32(0.947839), 'word': ' characterised the Commission’s conduct between 2004 and the adoption of the decision', 'start': 68, 'end': 153}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9702543), 'word': ' at', 'start': 153, 'end': 156}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99999297), 'word': ' issue', 'start': 156, 'end': 162}, {'entity_group': 'LABEL_1', 'score': np.float32(0.95562357), 'word': ' in', 'start': 162, 'end': 165}, {'entity_group': 'LABEL_0', 'score': np.float32(0.95339787), 'word': ' finding, in paragraph 78 of', 'start': 165, 'end': 193}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9655772), 'word': ' the', 'start': 193, 'end': 197}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9976477), 'word': ' judgment', 'start': 197, 'end': 206}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99983716), 'word': ' under', 'start': 206, 'end': 212}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9987376), 'word': ' appeal, that that conduct could not be regarded', 'start': 212, 'end': 260}, {'entity_group': 'LABEL_1', 'score': np.float32(0.6677042), 'word': ' as', 'start': 260, 'end': 263}, {'entity_group': 'LABEL_0', 'score': np.float32(0.94116825), 'word': ' having provided precise, unconditional and consistent assurances that there was no State aid.', 'start': 263, 'end': 357}]"
"Moreover, the appellants may criticise the General Court for failing to take into account certain other factors, which they claim to have submitted to it, only if that evidence proves that they could rely on a legitimate expectation that the initial scheme for the promotion of electricity production from RES would be maintained.",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.9417892), 'word': 'Moreover, the appellants may criticise the', 'start': 0, 'end': 42}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99680555), 'word': ' General', 'start': 42, 'end': 50}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9695535), 'word': ' Court for failing', 'start': 50, 'end': 68}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8593888), 'word': ' to', 'start': 68, 'end': 71}, {'entity_group': 'LABEL_0', 'score': np.float32(0.96846867), 'word': ' take into', 'start': 71, 'end': 81}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8925481), 'word': ' account', 'start': 81, 'end': 89}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99850017), 'word': ' certain other factors, which they', 'start': 89, 'end': 123}, {'entity_group': 'LABEL_1', 'score': np.float32(0.5511562), 'word': ' claim', 'start': 123, 'end': 129}, {'entity_group': 'LABEL_0', 'score': np.float32(0.8826711), 'word': ' to have submitted to it,', 'start': 129, 'end': 154}, {'entity_group': 'LABEL_1', 'score': np.float32(0.592502), 'word': ' only', 'start': 154, 'end': 159}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99746484), 'word': ' if that evidence proves that', 'start': 159, 'end': 188}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9023669), 'word': ' they', 'start': 188, 'end': 193}, {'entity_group': 'LABEL_0', 'score': np.float32(0.8847775), 'word': ' could rely on a legitimate expectation that the initial scheme for the', 'start': 193, 'end': 264}, {'entity_group': 'LABEL_1', 'score': np.float32(0.82236767), 'word': ' promotion of', 'start': 264, 'end': 277}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9452248), 'word': ' electricity production from', 'start': 277, 'end': 305}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9992912), 'word': ' RES', 'start': 305, 'end': 309}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9997166), 'word': ' would', 'start': 309, 'end': 315}, {'entity_group': 'LABEL_1', 'score': np.float32(0.673135), 'word': ' be', 'start': 315, 'end': 318}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9974298), 'word': ' maintained.', 'start': 318, 'end': 330}]"
The appellants have not shown that that evidence was sufficient to justify the legitimate expectation alleged.,prem,"[{'entity_group': 'LABEL_1', 'score': np.float32(0.997022), 'word': 'The', 'start': 0, 'end': 3}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9172061), 'word': ' appellants have not shown that that evidence was sufficient to justify the', 'start': 3, 'end': 78}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9960932), 'word': ' legitimate', 'start': 78, 'end': 89}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9964456), 'word': ' expectation alleged', 'start': 89, 'end': 109}, {'entity_group': 'LABEL_1', 'score': np.float32(0.90317035), 'word': '.', 'start': 109, 'end': 110}]"
"In particular, the appellants do not effectively challenge the finding, in paragraph 79 of the judgment under appeal, that exceptional circumstances should not be taken into account in the present case, in so far as that consideration was envisaged, in the judgment of 11 July 1996, SFEI and Others (C‑39/94, EU:C:1996:285), only in order to establish that, in certain cases, the repayment of State aid sought before a national court is inappropriate.",prem,"[{'entity_group': 'LABEL_1', 'score': np.float32(0.9547156), 'word': 'In', 'start': 0, 'end': 2}, {'entity_group': 'LABEL_0', 'score': np.float32(0.56555545), 'word': ' particular,', 'start': 2, 'end': 14}, {'entity_group': 'LABEL_1', 'score': np.float32(0.83734506), 'word': ' the', 'start': 14, 'end': 18}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9972984), 'word': ' appellants do not effectively challenge', 'start': 18, 'end': 58}, {'entity_group': 'LABEL_1', 'score': np.float32(0.6545893), 'word': ' the', 'start': 58, 'end': 62}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9999999), 'word': ' finding', 'start': 62, 'end': 70}, {'entity_group': 'LABEL_1', 'score': np.float32(0.886118), 'word': ',', 'start': 70, 'end': 71}, {'entity_group': 'LABEL_0', 'score': np.float32(0.96358514), 'word': ' in paragraph 79 of', 'start': 71, 'end': 90}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9999974), 'word': ' the', 'start': 90, 'end': 94}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9999999), 'word': ' judgment', 'start': 94, 'end': 103}, {'entity_group': 'LABEL_1', 'score': np.float32(0.97583497), 'word': ' under', 'start': 103, 'end': 109}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9999092), 'word': ' appeal, that', 'start': 109, 'end': 122}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9999883), 'word': ' exceptional circumstances', 'start': 122, 'end': 148}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9998714), 'word': ' should not', 'start': 148, 'end': 159}, {'entity_group': 'LABEL_1', 'score': np.float32(0.6476446), 'word': ' be', 'start': 159, 'end': 162}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9248175), 'word': ' taken', 'start': 162, 'end': 168}, {'entity_group': 'LABEL_1', 'score': np.float32(0.5890651), 'word': ' into', 'start': 168, 'end': 173}, {'entity_group': 'LABEL_0', 'score': np.float32(1.0), 'word': ' account', 'start': 173, 'end': 181}, {'entity_group': 'LABEL_1', 'score': np.float32(0.92870456), 'word': ' in the present', 'start': 181, 'end': 196}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99997973), 'word': ' case', 'start': 196, 'end': 201}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8108302), 'word': ',', 'start': 201, 'end': 202}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9834024), 'word': ' in so', 'start': 202, 'end': 208}, {'entity_group': 'LABEL_1', 'score': np.float32(0.5523823), 'word': ' far', 'start': 208, 'end': 212}, {'entity_group': 'LABEL_0', 'score': np.float32(0.90314233), 'word': ' as that', 'start': 212, 'end': 220}, {'entity_group': 'LABEL_1', 'score': np.float32(0.94085413), 'word': ' consideration was', 'start': 220, 'end': 238}, {'entity_group': 'LABEL_0', 'score': np.float32(0.98418236), 'word': ' envisaged,', 'start': 238, 'end': 249}, {'entity_group': 'LABEL_1', 'score': np.float32(0.995967), 'word': ' in the', 'start': 249, 'end': 256}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9999898), 'word': ' judgment of', 'start': 256, 'end': 268}, {'entity_group': 'LABEL_1', 'score': np.float32(0.69786423), 'word': ' ', 'start': 268, 'end': 269}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9987336), 'word': '1', 'start': 269, 'end': 270}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9731514), 'word': '1', 'start': 270, 'end': 271}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9940071), 'word': ' July 1996, S', 'start': 271, 'end': 284}, {'entity_group': 'LABEL_1', 'score': np.float32(0.92402464), 'word': 'FE', 'start': 284, 'end': 286}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99885553), 'word': 'I and Others', 'start': 286, 'end': 298}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99369377), 'word': ' (', 'start': 298, 'end': 300}, {'entity_group': 'LABEL_0', 'score': np.float32(0.906227), 'word': 'C‑39/', 'start': 300, 'end': 305}, {'entity_group': 'LABEL_1', 'score': np.float32(0.6963211), 'word': '9', 'start': 305, 'end': 306}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99999595), 'word': '4', 'start': 306, 'end': 307}, {'entity_group': 'LABEL_1', 'score': np.float32(0.7530353), 'word': ', EU', 'start': 307, 'end': 311}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9972442), 'word': ':C', 'start': 311, 'end': 313}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9595223), 'word': ':19', 'start': 313, 'end': 316}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9992286), 'word': '96:285), only', 'start': 316, 'end': 329}, {'entity_group': 'LABEL_1', 'score': np.float32(0.53336984), 'word': ' in', 'start': 329, 'end': 332}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9055669), 'word': ' order to establish that, in', 'start': 332, 'end': 360}, {'entity_group': 'LABEL_1', 'score': np.float32(0.95912963), 'word': ' certain', 'start': 360, 'end': 368}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9530075), 'word': ' cases, the repayment of State aid sought before a national court', 'start': 368, 'end': 433}, {'entity_group': 'LABEL_1', 'score': np.float32(0.92706287), 'word': ' is', 'start': 433, 'end': 436}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9952537), 'word': ' inappropriate.', 'start': 436, 'end': 451}]"
"By the first part of their fourth ground of appeal, the appellants, referring to the judgment of 28 March 2019, Germany v Commission (C‑405/16 P, EU:C:2019:268, paragraphs 83 to 85), submit that it is not sufficient that the initial promotion scheme was financed by a compulsory levy to enable it to be regarded as being financed through State resources.",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.9102321), 'word': 'By the', 'start': 0, 'end': 6}, {'entity_group': 'LABEL_1', 'score': np.float32(0.5748999), 'word': ' first', 'start': 6, 'end': 12}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9221037), 'word': ' part of their', 'start': 12, 'end': 26}, {'entity_group': 'LABEL_1', 'score': np.float32(0.59193575), 'word': ' fourth', 'start': 26, 'end': 33}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9991486), 'word': ' ground', 'start': 33, 'end': 40}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9809388), 'word': ' of', 'start': 40, 'end': 43}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99992657), 'word': ' appeal, the', 'start': 43, 'end': 55}, {'entity_group': 'LABEL_1', 'score': np.float32(0.93747145), 'word': ' appellants', 'start': 55, 'end': 66}, {'entity_group': 'LABEL_0', 'score': np.float32(0.7078275), 'word': ', referring to', 'start': 66, 'end': 80}, {'entity_group': 'LABEL_1', 'score': np.float32(0.76632506), 'word': ' the', 'start': 80, 'end': 84}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99814993), 'word': ' judgment of', 'start': 84, 'end': 96}, {'entity_group': 'LABEL_1', 'score': np.float32(0.69895613), 'word': ' ', 'start': 96, 'end': 97}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9974645), 'word': '28 March ', 'start': 97, 'end': 106}, {'entity_group': 'LABEL_1', 'score': np.float32(0.6635122), 'word': '2', 'start': 106, 'end': 107}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9328324), 'word': '019', 'start': 107, 'end': 110}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9855509), 'word': ',', 'start': 110, 'end': 111}, {'entity_group': 'LABEL_0', 'score': np.float32(0.97781914), 'word': ' Germany v Commission', 'start': 111, 'end': 132}, {'entity_group': 'LABEL_1', 'score': np.float32(0.986328), 'word': ' (', 'start': 132, 'end': 134}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9403353), 'word': 'C‑405', 'start': 134, 'end': 139}, {'entity_group': 'LABEL_1', 'score': np.float32(0.60452765), 'word': '/', 'start': 139, 'end': 140}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9088354), 'word': '16 P,', 'start': 140, 'end': 145}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99992275), 'word': ' EU', 'start': 145, 'end': 148}, {'entity_group': 'LABEL_0', 'score': np.float32(0.97786844), 'word': ':C', 'start': 148, 'end': 150}, {'entity_group': 'LABEL_1', 'score': np.float32(0.83384496), 'word': ':20', 'start': 150, 'end': 153}, {'entity_group': 'LABEL_0', 'score': np.float32(0.98375165), 'word': '19:268, paragraphs 83 to 85), submit that it is not sufficient that the initial promotion scheme', 'start': 153, 'end': 249}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9321962), 'word': ' was', 'start': 249, 'end': 253}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99047357), 'word': ' financed', 'start': 253, 'end': 262}, {'entity_group': 'LABEL_1', 'score': np.float32(0.89519167), 'word': ' by a compulsory', 'start': 262, 'end': 278}, {'entity_group': 'LABEL_0', 'score': np.float32(0.970368), 'word': ' levy to enable it to be regarded as being financed through State resources', 'start': 278, 'end': 353}, {'entity_group': 'LABEL_1', 'score': np.float32(0.89133143), 'word': '.', 'start': 353, 'end': 354}]"
"However, it must be pointed out that that argument is based on a misreading of that judgment.",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.99928916), 'word': 'However, it must', 'start': 0, 'end': 16}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8027221), 'word': ' be pointed', 'start': 16, 'end': 27}, {'entity_group': 'LABEL_0', 'score': np.float32(0.8955269), 'word': ' out that', 'start': 27, 'end': 36}, {'entity_group': 'LABEL_1', 'score': np.float32(0.7351276), 'word': ' that', 'start': 36, 'end': 41}, {'entity_group': 'LABEL_0', 'score': np.float32(0.95902866), 'word': ' argument is based on a misreading of that judgment.', 'start': 41, 'end': 93}]"
"It is apparent from that judgment that the fact of coming from a compulsory levy is, on the contrary, sufficient to identify State resources (see, to that effect, judgment of 28 March 2019, Germany v Commission, C‑405/16 P, EU:C:2019:268, paragraphs 65 to 72).",prem,"[{'entity_group': 'LABEL_0', 'score': np.float32(0.9572244), 'word': 'It is apparent from that judgment that the fact of coming from a', 'start': 0, 'end': 64}, {'entity_group': 'LABEL_1', 'score': np.float32(0.8330215), 'word': ' compulsory levy', 'start': 64, 'end': 80}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9961128), 'word': ' is,', 'start': 80, 'end': 84}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9662524), 'word': ' on', 'start': 84, 'end': 87}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9923839), 'word': ' the contrary, sufficient to identify', 'start': 87, 'end': 124}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9495624), 'word': ' State', 'start': 124, 'end': 130}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99996483), 'word': ' resources', 'start': 130, 'end': 140}, {'entity_group': 'LABEL_1', 'score': np.float32(0.77398306), 'word': ' (', 'start': 140, 'end': 142}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9586751), 'word': 'see, to that effect, judgment of 28 March', 'start': 142, 'end': 183}, {'entity_group': 'LABEL_1', 'score': np.float32(0.89040935), 'word': ' ', 'start': 183, 'end': 184}, {'entity_group': 'LABEL_0', 'score': np.float32(0.974437), 'word': '2019, Germany v Commission, C‑405/16 P,', 'start': 184, 'end': 223}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9831997), 'word': ' EU', 'start': 223, 'end': 226}, {'entity_group': 'LABEL_0', 'score': np.float32(0.93161154), 'word': ':C:', 'start': 226, 'end': 229}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99086374), 'word': '20', 'start': 229, 'end': 231}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99919915), 'word': '19:268, paragraphs 65 to 72).', 'start': 231, 'end': 260}]"
"On the other hand, it is irrelevant that the financing mechanism at issue does not, strictly speaking, fall within the category of fiscal levies under national law (see, to that effect, order of 22 October 2014, Elcogás, C‑275/13, not published, EU:C:2014:2314, paragraph 31).",prem,"[{'entity_group': 'LABEL_1', 'score': np.float32(0.7458424), 'word': 'On the', 'start': 0, 'end': 6}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9874269), 'word': ' other hand, it is irrelevant that', 'start': 6, 'end': 40}, {'entity_group': 'LABEL_1', 'score': np.float32(0.95330626), 'word': ' the', 'start': 40, 'end': 44}, {'entity_group': 'LABEL_0', 'score': np.float32(0.91592264), 'word': ' financing mechanism at issue does not,', 'start': 44, 'end': 83}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9952055), 'word': ' strictly', 'start': 83, 'end': 92}, {'entity_group': 'LABEL_0', 'score': np.float32(0.996718), 'word': ' speaking, fall', 'start': 92, 'end': 107}, {'entity_group': 'LABEL_1', 'score': np.float32(0.98917973), 'word': ' within the', 'start': 107, 'end': 118}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99937266), 'word': ' category', 'start': 118, 'end': 127}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99136996), 'word': ' of', 'start': 127, 'end': 130}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9353333), 'word': ' fiscal levies', 'start': 130, 'end': 144}, {'entity_group': 'LABEL_1', 'score': np.float32(0.83837104), 'word': ' under national', 'start': 144, 'end': 159}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9999989), 'word': ' law', 'start': 159, 'end': 163}, {'entity_group': 'LABEL_1', 'score': np.float32(0.90582365), 'word': ' (', 'start': 163, 'end': 165}, {'entity_group': 'LABEL_0', 'score': np.float32(0.96875805), 'word': 'see, to that effect,', 'start': 165, 'end': 185}, {'entity_group': 'LABEL_1', 'score': np.float32(0.90627956), 'word': ' order of ', 'start': 185, 'end': 195}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9999102), 'word': '22 October', 'start': 195, 'end': 205}, {'entity_group': 'LABEL_1', 'score': np.float32(0.99859124), 'word': ' 2', 'start': 205, 'end': 207}, {'entity_group': 'LABEL_0', 'score': np.float32(0.99999315), 'word': '014', 'start': 207, 'end': 210}, {'entity_group': 'LABEL_1', 'score': np.float32(0.899747), 'word': ', El', 'start': 210, 'end': 214}, {'entity_group': 'LABEL_0', 'score': np.float32(0.8986228), 'word': 'cogás, C‑275', 'start': 214, 'end': 226}, {'entity_group': 'LABEL_1', 'score': np.float32(0.5813914), 'word': '/', 'start': 226, 'end': 227}, {'entity_group': 'LABEL_0', 'score': np.float32(0.95854205), 'word': '13, not published', 'start': 227, 'end': 244}, {'entity_group': 'LABEL_1', 'score': np.float32(0.9394438), 'word': ', EU:', 'start': 244, 'end': 249}, {'entity_group': 'LABEL_0', 'score': np.float32(0.9710169), 'word': 'C', 'start': 249, 'end': 250}, {'entity_group': 'LABEL_1', 'score': np.float32(0.7490541), 'word': ':2', 'start': 250, 'end': 252}, {'entity_group': 'LABEL_0', 'score': np.float32(0.98046494), 'word': '014:2314, paragraph', 'start': 252, 'end': 271}, {'entity_group': 'LABEL_1', 'score': np.float32(0.95432854), 'word': ' ', 'start': 271, 'end': 272}, {'entity_group': 'LABEL_0', 'score': np.float32(0.98568076), 'word': '31).', 'start': 272, 'end': 276}]"
